video_id,creatorEmail,genre,views,redViews,comments,likes,dislikes,videosAddedToPlaylists,videosRemovedFromPlaylists,shares,estimatedMinutesWatched,estimatedRedMinutesWatched,averageViewDuration,averageViewPercentage,annotationClickThroughRate,annotationCloseRate,annotationImpressions,annotationClickableImpressions,annotationClosableImpressions,annotationClicks,annotationCloses,cardClickRate,cardTeaserClickRate,cardImpressions,cardTeaserImpressions,cardClicks,cardTeaserClicks,subscribersGained,subscribersLost,timestamp
-4G1CgJqnHM,david24@example.net,History,69.0,10.0,0.0,3.0,1.0,5.0,1.0,0.0,1825.0,214.0,1587.0,43.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,1.0,0.0,2020-08-12 10:12:30
-4G1CgJqnHM,david24@example.net,History,59.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.0,261.0,1658.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,1.0,36.0,0.0,1.0,0.0,0.0,2020-08-12 12:12:28
-4G1CgJqnHM,david24@example.net,History,58.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1772.0,70.0,1833.0,49.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,2020-08-12 12:29:56
-4G1CgJqnHM,david24@example.net,History,61.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1412.0,27.0,1389.0,37.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,2020-08-12 13:53:42
-4G1CgJqnHM,david24@example.net,History,65.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1279.0,106.0,1181.0,32.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,2020-08-12 13:55:03
-4G1CgJqnHM,david24@example.net,History,66.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,1761.0,343.0,1601.0,43.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,1.0,45.0,0.0,1.0,0.0,0.0,2020-08-12 13:55:14
-4G1CgJqnHM,david24@example.net,History,52.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.0,216.0,1438.0,39.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,2020-08-12 17:13:24
-4G1CgJqnHM,david24@example.net,History,75.0,16.0,0.0,2.0,0.0,4.0,2.0,1.0,2193.0,599.0,1754.0,47.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,2020-08-12 20:50:33
-4G1CgJqnHM,david24@example.net,History,58.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,1670.0,645.0,1727.0,47.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2020-08-13 03:42:38
-4G1CgJqnHM,david24@example.net,History,42.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1514.0,294.0,2163.0,58.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2020-08-13 03:49:03
-4G1CgJqnHM,david24@example.net,History,72.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1819.0,405.0,1516.0,41.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,2020-08-13 05:46:42
-4G1CgJqnHM,david24@example.net,History,44.0,6.0,0.0,5.0,0.0,2.0,0.0,0.0,958.0,23.0,1307.0,35.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2020-08-13 05:50:54
-4G1CgJqnHM,david24@example.net,History,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,80.0,1642.0,44.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2020-08-13 09:48:36
-4G1CgJqnHM,david24@example.net,History,45.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1238.0,242.0,1650.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,2020-08-13 09:48:37
-4G1CgJqnHM,david24@example.net,History,41.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1193.0,68.0,1746.0,47.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2020-08-13 11:10:18
-4G1CgJqnHM,david24@example.net,History,46.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1171.0,27.0,1527.0,41.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,2020-08-13 13:56:16
-4G1CgJqnHM,david24@example.net,History,35.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,704.0,238.0,1208.0,32.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2020-08-13 13:57:49
-4G1CgJqnHM,david24@example.net,History,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,951.0,25.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2020-08-13 14:08:53
-4G1CgJqnHM,david24@example.net,History,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,66.0,1234.0,33.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,1.0,11.0,0.0,1.0,1.0,1.0,2020-08-13 14:13:34
-4G1CgJqnHM,david24@example.net,History,35.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,580.0,22.0,994.0,27.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2020-08-13 14:16:29
-4G1CgJqnHM,david24@example.net,History,42.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1277.0,122.0,1824.0,49.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2020-08-13 23:38:19
-4G1CgJqnHM,david24@example.net,History,30.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,778.0,82.0,1557.0,42.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2020-08-14 04:57:54
-4G1CgJqnHM,david24@example.net,History,42.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1208.0,140.0,1725.0,47.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,2020-08-14 09:54:31
-4G1CgJqnHM,david24@example.net,History,41.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,728.0,143.0,1066.0,29.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2020-08-14 12:41:41
-4G1CgJqnHM,david24@example.net,History,24.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,759.0,131.0,1897.0,51.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,1.0,18.0,0.0,1.0,0.0,0.0,2020-08-14 13:36:34
-4G1CgJqnHM,david24@example.net,History,27.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,575.0,39.0,1278.0,34.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2020-08-14 13:36:53
-4G1CgJqnHM,david24@example.net,History,29.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,910.0,59.0,1884.0,51.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2020-08-14 13:38:44
-4G1CgJqnHM,david24@example.net,History,37.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,859.0,68.0,1394.0,38.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2020-08-14 15:18:43
-4G1CgJqnHM,david24@example.net,History,28.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,809.0,89.0,1734.0,47.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2020-08-14 18:41:48
-4G1CgJqnHM,david24@example.net,History,30.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,705.0,99.0,1410.0,38.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2020-08-14 18:41:51
-4G1CgJqnHM,david24@example.net,History,37.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,949.0,122.0,1539.0,41.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2020-08-14 19:50:14
-4G1CgJqnHM,david24@example.net,History,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0,39.0,1392.0,37.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,2020-08-14 20:18:24
-QBuim0JA-I,keith15@example.net,Cooking,537.0,48.0,10.0,23.0,1.0,20.0,2.0,9.0,14314.0,1225.0,1599.0,42.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-10 19:18:37
-QBuim0JA-I,keith15@example.net,Cooking,142.0,20.0,1.0,4.0,0.0,3.0,1.0,2.0,4149.0,755.0,1753.0,46.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2020-08-10 21:01:19
-QBuim0JA-I,keith15@example.net,Cooking,108.0,10.0,2.0,7.0,0.0,2.0,0.0,3.0,2645.0,359.0,1469.0,39.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2020-08-10 21:01:28
-QBuim0JA-I,keith15@example.net,Cooking,111.0,14.0,0.0,5.0,0.0,5.0,0.0,0.0,3049.0,400.0,1648.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-11 06:39:09
-QBuim0JA-I,keith15@example.net,Cooking,107.0,6.0,0.0,5.0,0.0,4.0,1.0,0.0,2867.0,198.0,1607.0,42.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-08-11 06:52:29
-QBuim0JA-I,keith15@example.net,Cooking,86.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2344.0,235.0,1635.0,43.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-11 15:21:27
-QBuim0JA-I,keith15@example.net,Cooking,108.0,8.0,3.0,4.0,0.0,5.0,0.0,1.0,3421.0,323.0,1901.0,50.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2020-08-11 15:23:08
-QBuim0JA-I,keith15@example.net,Cooking,97.0,7.0,1.0,1.0,0.0,4.0,1.0,1.0,3125.0,350.0,1933.0,51.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-11 17:52:33
-QBuim0JA-I,keith15@example.net,Cooking,117.0,13.0,0.0,5.0,0.0,1.0,0.0,2.0,3680.0,424.0,1887.0,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-11 17:52:33
-QBuim0JA-I,keith15@example.net,Cooking,77.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2240.0,38.0,1745.0,46.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-11 17:52:41
-QBuim0JA-I,keith15@example.net,Cooking,135.0,12.0,1.0,4.0,0.0,2.0,0.0,1.0,3965.0,322.0,1762.0,46.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-12 01:02:11
-QBuim0JA-I,keith15@example.net,Cooking,87.0,7.0,0.0,1.0,1.0,3.0,0.0,0.0,2703.0,145.0,1864.0,49.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-12 01:24:37
-QBuim0JA-I,keith15@example.net,Cooking,58.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1660.0,91.0,1718.0,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-12 01:24:41
-QBuim0JA-I,keith15@example.net,Cooking,65.0,8.0,0.0,1.0,0.0,4.0,1.0,1.0,1629.0,137.0,1503.0,39.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-12 01:25:35
-QBuim0JA-I,keith15@example.net,Cooking,105.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3065.0,575.0,1751.0,46.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-12 03:47:43
-QBuim0JA-I,keith15@example.net,Cooking,70.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,2135.0,276.0,1830.0,48.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-12 04:11:36
-QBuim0JA-I,keith15@example.net,Cooking,45.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1298.0,27.0,1731.0,45.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-12 04:26:59
-QBuim0JA-I,keith15@example.net,Cooking,43.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.0,136.0,1773.0,47.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-12 04:27:14
-QBuim0JA-I,keith15@example.net,Cooking,38.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1287.0,225.0,2033.0,53.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-13 04:02:55
-QBuim0JA-I,keith15@example.net,Cooking,41.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,963.0,27.0,1409.0,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-13 04:44:37
-QBuim0JA-I,keith15@example.net,Cooking,50.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1085.0,87.0,1303.0,34.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-13 09:11:28
-QBuim0JA-I,keith15@example.net,Cooking,41.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1088.0,0.0,1592.0,42.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-13 11:22:00
-QBuim0JA-I,keith15@example.net,Cooking,54.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1484.0,49.0,1649.0,43.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-08-13 18:36:24
-QBuim0JA-I,keith15@example.net,Cooking,52.0,6.0,0.0,3.0,0.0,4.0,0.0,0.0,1680.0,107.0,1939.0,51.46999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-13 23:49:36
-QBuim0JA-I,keith15@example.net,Cooking,60.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,1802.0,248.0,1802.0,47.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-14 06:44:44
-QBuim0JA-I,keith15@example.net,Cooking,71.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,1818.0,56.0,1536.0,40.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2020-08-14 17:22:11
-QBuim0JA-I,keith15@example.net,Cooking,46.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1250.0,1.0,1631.0,43.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-14 17:26:42
-QBuim0JA-I,keith15@example.net,Cooking,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.0,66.0,1796.0,47.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-14 18:17:04
-QBuim0JA-I,keith15@example.net,Cooking,53.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,2040.0,312.0,2310.0,61.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-14 22:53:38
-QBuim0JA-I,keith15@example.net,Cooking,44.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1153.0,193.0,1573.0,41.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-15 02:08:08
-QBuim0JA-I,keith15@example.net,Cooking,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1621.0,133.0,2114.0,56.11999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-15 02:10:09
-QBuim0JA-I,keith15@example.net,Cooking,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,28.0,1773.0,47.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-15 02:10:44
-QBuim0JA-I,keith15@example.net,Cooking,50.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,1532.0,162.0,1839.0,48.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-15 05:17:15
-QBuim0JA-I,keith15@example.net,Cooking,26.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,586.0,125.0,1354.0,35.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-15 10:05:18
-QBuim0JA-I,keith15@example.net,Cooking,43.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1387.0,52.0,1935.0,51.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-08-15 13:18:17
-QBuim0JA-I,keith15@example.net,Cooking,27.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,938.0,62.0,2084.0,55.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-15 14:01:50
-QBuim0JA-I,keith15@example.net,Cooking,58.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1371.0,263.0,1418.0,37.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-15 14:10:47
-QBuim0JA-I,keith15@example.net,Cooking,74.0,14.0,0.0,-1.0,0.0,3.0,1.0,0.0,2284.0,367.0,1851.0,49.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-15 21:36:43
-QBuim0JA-I,keith15@example.net,Cooking,53.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1831.0,131.0,2073.0,55.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-15 22:31:02
-QBuim0JA-I,keith15@example.net,Cooking,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,0.0,1501.0,39.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-08-16 00:19:09
-QBuim0JA-I,keith15@example.net,Cooking,57.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,1616.0,317.0,1701.0,45.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-16 00:36:23
-QBuim0JA-I,keith15@example.net,Cooking,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1151.0,56.0,1919.0,50.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-16 00:36:30
-QBuim0JA-I,keith15@example.net,Cooking,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,96.0,1577.0,41.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-16 05:48:25
-QBuim0JA-I,keith15@example.net,Cooking,44.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,147.0,1705.0,45.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-16 06:40:18
-QBuim0JA-I,keith15@example.net,Cooking,38.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,987.0,187.0,1559.0,41.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-16 08:27:01
